Time_Step,State_Freq_Dev,State_Volt_Dev,State_Load_Imbalance,State_Power_Flow_Dev,Nominal_Freq_Dev,Nominal_Volt_Dev,Nominal_Load_Imbalance,Nominal_Power_Flow_Dev,Control_u1,Control_u2,Control_u3,Control_u4,Disturbance_d1,Disturbance_d2,Disturbance_d3,Disturbance_d4,Resource_Availability_R,Attack_Severity_S,FDI_Active,DoS_Active,Replay_Active,Control_Attack_Active
75,-0.2375770326310247,-0.055710277766480486,0.1859063344352948,0.05642591858724512,1.9848139505495268e-07,2.444406877209569e-07,4.124359995915962e-07,2.8633731544478183e-07,0.0212465322294929,0.016612491558580758,-0.027966945702854684,-0.05410894652361997,-0.11613695970135136,0.025168965007175442,-0.28883693062775584,-0.44844851700219446,0.0,0.5464925572266618,False,False,True,False
76,-0.24160555443365667,-0.0651711757906792,0.10076020677705778,-0.03262857726361249,1.7008796457668992e-07,2.1021530494690607e-07,3.558008128787874e-07,2.47169678652469e-07,0.07176776390238851,0.03240044155164554,-0.031154678427561495,-0.12753435588227807,-0.11031942307976109,0.03934908663478909,-0.2801638480599415,-0.12153813975684408,0.9940876055317887,0.39604258647094287,False,False,True,False
77,-0.22808291273242726,-0.06265895533519615,0.03292238471963546,-0.08583092275320796,1.4577859010129293e-07,1.8079217255610345e-07,3.069340711479058e-07,2.133531608813882e-07,0.009137013732695591,0.003778186602383351,-0.0017343370884786555,-0.01584885128371648,-0.10202435005036406,0.05264551260818265,-0.1630798735272852,-0.11738372208243666,0.0,0.41096470092809523,False,False,True,False
78,-0.22706506163531243,-0.06290874264852113,-0.004893123542583748,-0.10440627797881542,1.2496220905974332e-07,1.5549591299542778e-07,2.6477171733032553e-07,1.841576140571755e-07,0.06641378812191494,0.020140851338660986,0.004183727962124215,-0.11905899900101062,-0.09143803007028399,0.06475963386538759,-0.18255889078509785,-0.18315677583226203,0.9999999946428185,0.4148461253841557,False,False,True,False
79,-0.210791736683416,-0.05966760108019934,-0.04431670124075691,-0.1585347899188277,1.0713388881885235e-07,1.3374636805409787e-07,2.2839517206579404e-07,1.5895239504679368e-07,0.006508474632817892,0.0025551340837265558,0.0012377563815217437,-0.012830128795123357,-0.07879820906352183,0.0754193933594628,-0.5170081762495202,0.032977984214063345,0.0,0.5294168909262396,False,False,True,False
80,-0.21290464643094378,-0.06541681902531842,-0.12757005998953957,-0.1602321818401471,9.186217987308186e-08,1.1504513934151219e-07,1.9701149202709484e-07,1.3719281910034464e-07,0.26182942563793277,-0.06475084585849156,0.18678180106437345,0.004939073041482653,0.09920327244696536,-0.061634737404704654,0.016627894998006154,-0.30712960316102306,0.9855704575816338,0.3290063983405884,False,False,False,True
81,-0.12270105963853814,-0.09382303118260228,-0.08754970495985101,-0.19581720648008857,7.877834167617249e-08,9.896403630462842e-08,1.6993622574232931e-07,1.1840845642309544e-07,0.17746792950336177,-0.07794522773023238,0.13941452161181556,-0.035087715756061746,0.014776524974757344,-0.02651637255849807,0.1383299123048424,-0.3751903829061884,0.0,0.4010292405393257,False,False,False,True
82,-0.07116216516618408,-0.11569318729861947,-0.0476933620524948,-0.24406147231769784,6.75671612636003e-08,8.513516075511907e-08,1.4657860178491876e-07,1.0219302103920815e-07,0.18775290720857182,-0.03726431527898416,0.14510241962305148,0.051209018696972766,0.05430665413316532,-0.11296067609444757,0.1168660451363414,-0.2235886143599009,0.9685568343705233,0.2817070606215681,False,False,False,True
83,-0.01827275493438027,-0.13212507576819882,-0.010262594271312158,-0.24491355850006585,5.7959127058805825e-08,7.324239547261683e-08,1.264287333277612e-07,8.819563530569827e-08,0.1539062204797806,-0.06840066516285787,0.12195536062764764,-0.022362062484659363,0.03071369768322281,-0.034797674224107775,0.09348711908137795,-0.36342982658098755,0.0,0.37812073421012765,False,False,False,True
84,0.01915246010660613,-0.14631893864394604,0.010945808930947846,-0.2833175441917215,4.972375605239928e-08,6.301409754055098e-08,1.090465656306651e-07,7.611328295050541e-08,0.14026656848315763,-0.02758151118998728,0.11420226663976854,0.05922346446062941,0.07464848200227212,-0.1117621161209687,0.0923175347326409,-0.3958302314071079,0.953176353606166,0.4280972620561797,False,False,False,True
85,0.05291217329563248,-0.15799796696576704,0.02438196632444768,-0.30361166644478166,4.2663902889183946e-08,5.421682544150758e-08,9.405232991277822e-08,6.56842889883344e-08,0.1461402923587998,-0.08855840427711605,0.11814073260957458,-0.058304542201113876,0.1782362566458195,-0.05823682240141357,0.08501372460037071,-0.2828816071412622,0.0,0.349870015428272,False,False,False,True
86,0.10375175753412,-0.17028515605736286,0.044046654612754005,-0.33243161290449247,3.6610905132376065e-08,4.6649953263660385e-08,8.111829900608612e-08,5.668268686781756e-08,0.0956476842879706,-0.010598351334849584,0.09663799442350207,0.09351744962788329,0.0743835975154585,-0.07104847997666115,0.15070833500217126,-0.23939938319621556,0.934694969461898,0.30100809457586164,False,False,False,True
87,0.12319075661799576,-0.1626351284881031,0.06563781171096283,-0.3132021128805255,3.1420440806458184e-08,4.0141046226334155e-08,6.99616678463592e-08,4.891335220179299e-08,0.12539269648236173,-0.06720477863930908,0.10664010473200435,-0.01783544843170619,0.05347494261947362,-0.08879091203223399,0.1062474151424178,-0.48415369317884677,0.0,0.5063958011188818,False,False,False,True
88,0.14155763263719504,-0.1783447210326549,0.07109363530507413,-0.3613123719436856,2.6968992848085735e-08,3.4541889616387014e-08,6.03384058030586e-08,4.220779884086103e-08,0.07976005821393235,-0.0111761494634868,0.08446415330345873,0.09887975911812612,0.004240446890072386,0.008343713372226239,0.2022483856750642,-0.31992288316451023,0.9180121092779782,0.37860620653011984,False,False,False,True
89,0.14663824939897896,-0.15987038096096667,0.09272480030101807,-0.3472663355175864,2.3150830823921913e-08,2.972507856229637e-08,5.203794857409222e-08,3.64205472235978e-08,0.13967283456033078,-0.08862599815749983,0.11340700896837805,-0.05564201625327557,0.10882784815278833,-0.04443749227282319,0.2739440404227619,-0.21043400708523385,0.0,0.3648917646017235,False,False,False,True
90,0.18295050492792256,-0.16179805762248808,0.137227537216398,-0.35376103994449865,1.9875433632484862e-08,2.5581089223420343e-08,4.487861530445041e-08,3.1425987180572964e-08,0.055668255547587045,-0.016110596266807317,0.0490722498365596,0.10222334548816968,0.07360412042596168,-0.10777702203002129,0.03967768398712136,-0.28372290913062215,0.9246480425109872,0.3148117863001071,False,False,False,True
91,0.18206344846304048,-0.16222510779470253,0.11927916453993845,-0.3385750993467249,1.70652882553402e-08,2.201576324970918e-08,3.8703652102579444e-08,2.7115667947203344e-08,0.13803460461059486,-0.08920258416434779,0.11210050021240668,-0.05779386943810946,0.04218246273578483,-0.1311126854798837,0.08767135578787366,-0.3865238402891516,0.0,0.4195912799305537,False,False,False,True
92,0.1961113212088432,-0.18608928009146367,0.12102972494376155,-0.37990804827429253,1.4654009266870238e-08,1.8948147039422828e-08,3.3377816548551226e-08,2.3395957279784127e-08,0.11906307713675951,-0.07051431753202173,0.10084300480032488,-0.020122298454428138,0.16435708175362823,-0.015918012152527472,0.11960136793416913,-0.18160446888879792,0.9564219658104727,0.27304084633175985,False,False,False,True
93,0.22919833084032026,-0.17796886093168116,0.1373310097321333,-0.3732425059984522,1.258473201001628e-08,1.6308635618240918e-08,2.8784429394479495e-08,2.0186019465879522e-08,0.09431560331141442,-0.056259374261512514,0.08640990324604388,0.010608430191400647,0.08386841538238092,-0.10306421006641318,0.19615620386348287,-0.2568871965052273,0.0,0.34946306033372515,False,False,False,True
94,0.2389142453899158,-0.1798519149637854,0.15425860922741116,-0.3704820610861459,1.0808739316760577e-08,1.403737807886506e-08,2.4822829693759187e-08,1.741606884385559e-08,0.11565334328013482,-0.07399393013596096,0.09776221439888443,-0.026751967689762353,0.028137692283677178,-0.0695169339041804,0.07621908733076213,-0.4106239784771469,0.9412482119381095,0.42431796426786345,False,False,False,True
95,0.2421770025780708,-0.18911441498638343,0.14743690071173762,-0.4033197157517685,9.284287582109627e-09,1.2082907624091094e-08,2.1406178272713094e-08,1.5025861342774362e-08,0.13152039635755286,-0.08542204529582235,0.10868444483835309,-0.04924922980151694,0.12630887737658208,0.03547083202350654,0.05007162130904293,-0.25496246106475434,0.0,0.29107582558722533,False,False,False,True
96,0.26882648171458273,-0.18049926867320376,0.14980881257431708,-0.4137130540268601,7.975603046052628e-09,1.040096449261024e-08,1.845956195911692e-08,1.296339164925637e-08,0.016662948584647563,-0.009932962622451455,0.04545526263048286,0.12516028165782372,0.047467871543908656,-0.0843562691882348,0.09038030378805653,-0.3691192615743853,0.9350670778674874,0.3921566110093107,False,False,False,True
97,0.24793346568745608,-0.17342168692033194,0.13277938185581048,-0.3987006017038676,6.8520234325414614e-09,8.953484539117687e-09,1.591835746539694e-08,1.118376801116373e-08,0.13244551109976035,-0.08756530060440043,0.11052591019340686,-0.05178972876754087,0.08242608139724135,-0.10154750582055189,0.13352284128899194,-0.30401904875593094,0.0,0.3568779707200013,False,False,False,True
98,0.2639397939147744,-0.18590936740714573,0.14349183999406256,-0.4185724656809276,5.88726375085753e-09,7.707730094644095e-09,1.3726819427396728e-08,9.648240493116169e-09,0.10962933345519127,-0.07140903300440044,0.09798030673593461,-0.01599432459560493,0.06805259765667951,-0.10537818310207989,0.09116143347158336,-0.2395687019339395,0.9129266277349246,0.2853756952170665,False,False,False,True
99,0.2700749667176869,-0.19364904865254806,0.14486991429805807,-0.419407994346951,5.058788178542498e-09,6.635543040226802e-09,1.1836861941425651e-08,8.323361787177161e-09,0.0,0.0,0.0,0.0,0.06805259765667951,-0.10537818310207989,0.09116143347158336,-0.2395687019339395,0.0,0.2853756952170665,False,False,False,True
